tweets,class
i really would like to tweet my opinion on the debate tonight but i don't think i could fit it into 140 characters how ridiculous obama is,-1
if obama is here who's running hell shfl,-1
obamakilled it tonight absolutely killed it if i believed any of it i would vote for him but such an improvement,-1
presidentobama is controlling this debate completely this is remarkable to be seeing this nbcpolitics history,1
obamapromised so much last time and didn't do anything so im confused as to why everyone believes him this time,-1
obama put more border patrol agents on border then gave mexican drug cartels guns to shoot them with,-1
obama is what we need for a steady permanent improvement in our country y'all already know who i'll be voting for fuckmitt obama2012,1
let's be clear obamais no great friend to immigrants and brown people around the world debate,-1
our economy has raised 17 in the last four yearsobama made something out of nothing,1
i truthfully can't stand listening to obama he hasn't done anything to get us out of debt so why the heck would you vote for him,-1
obama got more immigrants out of here than any other president,0
if obamawere an icecream flavor it would probably taste like bad decisions,-1
my mom was a single mom obama that doesn't make you a female in the workplace,0
eeeewwww obama's fingers are so long,-1
i think obama has a blinking problem presidentialdebate2012,-1
obama is by far the better choice i honestly believe both of them aren't all that great but we're better off withobama,1
obama should pay attention had to ask name again really,-1
obamastop taking bin ladins credit the cia and bush admin has been working on it for years and all you do is say shoot him,-1
yes obama you have done everything that you canwhich has been nothing,-1
obama is literally choking,-1
obama deported my grandma,-1
never thought i'd say this but i really hope obama gets reelected,1
i'm a firm believer ofobama's slogan we need to change the current president,-1
q how canobama improve the economy a lose the election,-1
obama dropped the ball on the benghazi attack fact,-1
obama did awesome tonight i live my president great job obamabiden2012 four more years,1
presidentobama im proud of you you are more fit to run this country and me and my family are supporting you 100 percent,1
president obama brought it home fourmoreyears,1
obama really wants us to have an education,1
obama won this one on style substance facts and character,1
this is my president mr president obama this is the man that has done all he can to get this country back on track let's give him 4 more,1
obama you had four years and shit has not changed like it was said to so therefor you don't deserve another four,-1
obama cant run on his record due to the fact of all the failures,-1
wow is everyone really going to be fooled by obama again what good has he done for us in the last 4 years,-1
meanwhile obamasounded very confident telling a bunch of baldfaced lies debate,-1
whenobama didn't say anything about god that really bothered me,-1
sherrieshepherd loved that presidentobama ended with the 47 comment very effective,1
firstobama i hate to tell you this but you had nothing to do with killing osama bin laden,-1
obama takes way to much credit for killing osama bin laden i'm pretty sure that was the navy seals,-1
not even close a complete reversal from the first debate obama winning on every level audience connection emotional appeals facts,1
did obama even do anything his last term that actually benefited america sufficiently,-1
omg what a guy obama has taxpayers funding graduate programs in uganda,1
obama was mentored by a communist for eight years shows where his strong holds are,0
obama has now been in the longest presidential campaign ever 08 and now the most expensive interested to see what happens in 2016,0
ohio will be the only state where obama will improve from 2008 according to rcp averages,1
investigation finds obama financing mosques worldwide with us taxpayer dollars via nevada virginia,-1
if you like soccer over football you're a bitch ass nigga barrack obama,0
why the disconnect between state dept & wh obama empty chair at intel briefings no communication wcongress unprepared & incompetent,-1
